Raman Shift (cm-1),E10_a,E50_a,EM2_b,Ethanol,EM3_a,EM6_b,EM4_a,EM3_b,EM1_b,E70_a,Methanol,EM1_a,E40_a,EM2_a,E80_a,E30_a,EM8_b,E5_a,E90_a,EM6_a,EM9_a,EM4_b,EM9_b,EM5_a,EMX,EMX_b
3075.3,378.292,2242.525,3655.389,4581.644,6442.789,2833.289,5004.211,3850.956,4472.522,2273.025,2027.941,5407.689,2053.492,6666.922,455.989,1166.558,2499.856,126.092,6166.725,4688.678,3588.344,3572.356,2712.289,4739.478,5069.711,3306.222
3084.4,492.858,2683.958,3578.089,4631.871,5917.122,3098.389,4733.111,3818.022,4143.556,2616.192,2660.476,4852.089,2461.992,5960.156,457.919,1502.958,2991.189,215.425,5852.558,4886.544,4251.644,3623.589,3361.522,4706.878,5048.478,3395.389
3093.5,427.725,1925.892,2508.117,3092.527,4408.667,2728.25,3700.178,2884.583,2794.183,1914.358,3106.77,3191.5,1790.758,4172.7,316.626,1168.892,2965.783,183.558,3684.758,4255.278,4355.244,2807.283,3562.15,3871.611,4030.978,2798.15
3102.6,232.1,1186.733,1824.039,2099.267,3272.089,2121.239,2809.567,2127.139,1957.206,1250.0,2700.86,2382.256,1132.0,3105.356,215.39,751.3,2382.939,144.867,2444.8,3300.5,3506.867,2160.139,2860.939,3006.0,2980.0,2067.239
3111.7,217.758,1042.592,1683.15,2035.851,3072.778,1710.083,2654.944,1966.117,1967.983,1084.758,1898.603,2429.344,984.025,3088.778,222.753,601.392,1799.717,85.892,2502.925,2737.011,2560.244,1842.883,2068.083,2563.578,2798.111,1842.017
3120.8,239.1,1225.333,1776.894,2320.572,3136.689,1550.994,2535.589,2035.728,2199.661,1193.167,1402.052,2602.656,1124.667,3210.289,255.923,652.733,1491.861,74.233,2893.667,2512.056,2050.356,1849.861,1681.161,2450.722,3061.856,1985.461
3129.9,248.742,1213.408,1531.006,2030.931,2463.156,1312.206,2035.989,1695.772,1786.606,1230.142,1208.249,1952.989,1139.908,2496.189,208.164,762.442,1245.139,111.708,2384.108,2028.089,1713.256,1485.606,1459.472,1967.389,2551.022,1743.739
3138.9,185.125,882.892,945.133,1305.907,1610.344,937.7,1423.144,1118.033,1147.933,835.758,1045.643,1222.078,866.792,1605.644,164.433,539.258,973.633,92.558,1425.558,1511.744,1424.144,1030.333,1188.433,1380.944,1663.944,1179.4
3148.0,170.233,492.8,612.917,855.298,1137.6,706.917,973.244,747.983,690.883,498.4,901.293,819.1,498.933,1097.3,96.123,334.367,784.683,67.567,820.767,1108.978,1146.011,705.017,938.517,971.811,1126.711,767.317
3157.0,116.392,349.025,502.022,627.555,908.278,532.456,723.289,578.656,529.722,328.292,685.348,610.911,338.725,864.111,100.003,303.092,665.622,99.258,551.825,819.122,905.022,510.589,731.322,774.556,910.356,590.056
3166.0,94.892,183.858,380.711,526.277,735.611,405.844,618.956,446.044,370.078,239.392,548.649,494.111,223.758,697.278,73.516,135.258,444.244,49.425,391.258,792.656,819.289,425.944,573.478,663.022,774.022,416.611
3175.0,0.017,83.05,301.678,439.435,810.011,324.411,486.211,349.744,303.611,347.483,601.062,411.978,99.583,558.544,35.265,41.883,715.411,-23.45,220.083,610.678,462.311,319.311,790.144,553.578,349.644,623.344
3184.0,54.717,140.317,256.522,414.912,497.5,307.322,454.311,292.256,272.256,126.05,445.612,337.2,152.083,470.867,53.782,108.95,367.689,79.65,227.183,533.044,591.578,270.489,397.556,452.378,509.044,323.889
3193.0,79.725,107.492,246.95,368.072,452.9,250.617,390.889,288.917,256.45,104.258,434.92,294.533,106.525,414.833,27.439,100.325,291.65,47.725,131.425,476.722,549.256,249.783,414.483,406.189,467.122,301.917
3201.9,118.392,111.825,186.878,393.01,494.767,242.244,341.844,273.744,225.978,46.225,368.319,284.433,140.058,443.367,50.816,92.092,289.978,49.058,139.358,449.578,554.544,245.578,349.344,425.644,505.778,281.744
3210.9,109.217,85.417,184.539,348.227,450.044,218.406,328.7,233.072,175.272,44.117,368.966,267.078,109.05,386.978,37.228,32.05,276.139,79.217,69.583,440.633,510.5,209.239,335.872,378.333,438.067,240.472
3219.8,68.25,82.017,190.589,318.945,360.9,196.056,333.822,264.756,164.289,49.517,366.841,200.867,84.217,321.3,35.408,37.517,260.756,60.283,21.217,415.889,452.289,204.889,296.822,342.789,403.956,253.056
3228.7,84.708,49.108,172.756,327.107,423.489,216.022,267.444,209.522,130.122,61.375,330.303,252.589,110.608,358.989,45.681,41.442,249.189,102.042,22.442,368.111,433.244,170.256,303.289,296.878,372.011,204.256
3237.7,116.4,28.233,148.144,279.885,340.533,197.444,282.544,170.478,146.178,52.733,322.605,216.2,56.767,323.833,28.133,71.133,228.211,52.8,-26.3,349.911,447.644,169.411,268.911,268.111,394.211,221.211
3246.5,84.2,31.033,152.628,282.215,313.089,182.894,243.978,188.228,134.861,33.533,316.483,179.756,43.067,285.489,31.833,54.667,210.994,106.6,-59.733,318.278,363.644,167.061,288.894,275.411,377.744,212.361
